timestamp,infer,num_obs,stack,seconds
2025-05-15T17:37:55.938238-04:00,SBI,10,both,0.147
2025-05-15T17:38:34.465627-04:00,SBI,10,both,0.156
2025-05-15T17:39:12.517351-04:00,SBI,10,both,0.164
2025-05-15T17:42:08.135887-04:00,SBI,10,both,0.141
2025-05-15T17:42:27.527756-04:00,MCMC,10,jtf,19.340
2025-05-15T17:44:05.363548-04:00,MCMC,10,ftj,97.835
2025-05-15T17:46:08.658919-04:00,SBI,376,both,4.166
2025-05-15T17:46:56.451107-04:00,SBI,376,both,4.281
2025-05-15T17:47:44.435478-04:00,SBI,376,both,4.210
2025-05-15T17:48:31.959257-04:00,SBI,376,both,4.183
2025-05-15T17:49:18.919568-04:00,SBI,376,both,4.138
2025-05-15T18:04:07.350321-04:00,SBI,376,both,4.020
2025-05-15T18:08:10.477677-04:00,SBI,376,both,4.571
2025-05-15T18:08:30.440939-04:00,MCMC,376,jtf,19.854
2025-05-15T20:29:48.533619-04:00,MCMC,376,ftj,6885.908
2025-05-15T22:18:33.852476-04:00,SBI,50,both,0.623
2025-05-15T22:18:54.458840-04:00,MCMC,50,jtf,20.552
2025-05-15T22:29:21.057904-04:00,MCMC,50,ftj,626.593
2025-05-15T22:30:03.014949-04:00,SBI,50,both,0.751
2025-05-15T22:30:27.678692-04:00,MCMC,50,jtf,24.605
2025-05-15T22:42:53.500254-04:00,MCMC,50,ftj,745.881
2025-05-15T22:43:37.133543-04:00,SBI,50,both,0.754
2025-05-15T22:44:03.442305-04:00,MCMC,50,jtf,26.246
2025-05-15T23:36:49.254594-04:00,MCMC,50,ftj,706.480
2025-05-15T23:37:31.178055-04:00,SBI,50,both,0.533
2025-05-15T23:41:43.436909-04:00,MCMC,50,jtf,19.241
2025-05-15T23:55:06.461263-04:00,MCMC,50,ftj,580.464
2025-05-15T23:55:49.350366-04:00,SBI,50,both,0.616
2025-05-15T23:56:13.079484-04:00,MCMC,50,jtf,23.670
2025-05-16T00:42:10.051217-04:00,MCMC,50,ftj,542.453
2025-05-16T00:53:03.110330-04:00,SBI,50,both,0.531
2025-05-16T01:00:10.020014-04:00,MCMC,50,jtf,18.603
2025-05-16T02:01:18.980204-04:00,MCMC,50,ftj,517.097
2025-05-16T02:02:02.566722-04:00,SBI,100,both,1.446
2025-05-16T02:02:24.875300-04:00,MCMC,100,jtf,22.228
2025-05-16T02:22:29.265053-04:00,MCMC,100,ftj,1204.368
2025-05-16T02:23:16.168835-04:00,SBI,100,both,1.300
2025-05-16T02:23:41.164213-04:00,MCMC,100,jtf,24.916
2025-05-16T02:44:59.497002-04:00,MCMC,100,ftj,1278.316
2025-05-16T02:45:47.815662-04:00,SBI,100,both,1.869
2025-05-16T02:46:11.386155-04:00,MCMC,100,jtf,23.467
2025-05-16T04:34:29.592428-04:00,MCMC,100,ftj,1108.924
2025-05-16T04:35:14.381302-04:00,SBI,100,both,1.359
2025-05-16T04:35:33.031955-04:00,MCMC,100,jtf,18.599
2025-05-16T05:00:55.389954-04:00,MCMC,100,ftj,1147.890
2025-05-16T05:01:42.257172-04:00,SBI,100,both,1.429
2025-05-16T05:02:05.811182-04:00,MCMC,100,jtf,23.486
2025-05-16T05:22:31.079424-04:00,MCMC,100,ftj,1225.242
2025-05-16T05:23:19.007391-04:00,SBI,100,both,1.419
2025-05-16T05:23:43.237441-04:00,MCMC,100,jtf,24.157
2025-05-16T07:26:31.134638-04:00,MCMC,100,ftj,1059.419
2025-05-16T07:27:18.056465-04:00,SBI,200,both,2.193
2025-05-16T07:27:40.227642-04:00,MCMC,200,jtf,22.101
2025-05-16T08:07:54.011800-04:00,MCMC,200,ftj,2413.733
2025-05-16T08:08:49.861681-04:00,SBI,200,both,3.533
2025-05-16T08:09:13.000030-04:00,MCMC,200,jtf,23.035
2025-05-16T10:43:01.970010-04:00,MCMC,200,ftj,2307.563
2025-05-16T10:43:56.161069-04:00,SBI,200,both,1.891
2025-05-16T10:44:19.025966-04:00,MCMC,200,jtf,22.785
2025-05-16T11:23:47.051849-04:00,MCMC,200,ftj,2367.975
2025-05-16T11:24:57.311557-04:00,SBI,200,both,4.188
2025-05-16T11:25:47.827252-04:00,MCMC,200,jtf,21.424
2025-05-16T12:35:02.790529-04:00,MCMC,200,ftj,2537.644
2025-05-16T12:36:01.178179-04:00,SBI,200,both,2.537
2025-05-16T12:36:31.187019-04:00,MCMC,200,jtf,29.914
2025-05-16T15:13:05.750389-04:00,MCMC,200,ftj,2651.774
2025-05-16T15:29:05.942118-04:00,SBI,200,both,1.773
2025-05-16T15:29:24.051468-04:00,MCMC,200,jtf,18.042
2025-05-16T17:04:45.502522-04:00,MCMC,200,ftj,2208.782
2025-05-16T17:05:40.886667-04:00,SBI,300,both,3.531
2025-05-16T17:06:04.696368-04:00,MCMC,300,jtf,23.710
2025-05-16T18:59:46.579692-04:00,MCMC,300,ftj,4225.502
2025-05-16T19:00:46.640002-04:00,SBI,300,both,2.635
2025-05-16T19:01:05.499196-04:00,MCMC,300,jtf,18.770
2025-05-16T21:03:25.574219-04:00,MCMC,300,ftj,3431.498
2025-05-16T21:04:26.677232-04:00,SBI,300,both,2.945
2025-05-16T21:04:50.125849-04:00,MCMC,300,jtf,23.357
2025-05-16T22:55:54.730147-04:00,MCMC,300,ftj,4212.944
2025-05-16T23:05:38.736325-04:00,SBI,300,both,2.771
2025-05-16T23:05:56.964159-04:00,MCMC,300,jtf,18.145
2025-05-17T00:44:45.497257-04:00,MCMC,300,ftj,3759.144
2025-05-17T00:45:48.753260-04:00,SBI,300,both,4.576
2025-05-17T00:46:11.758722-04:00,MCMC,300,jtf,22.909
2025-05-17T03:40:03.613559-04:00,MCMC,300,ftj,3686.645
2025-05-17T03:41:04.837466-04:00,SBI,300,both,2.878
2025-05-17T03:41:27.154296-04:00,MCMC,300,jtf,22.230
2025-05-17T06:10:15.342099-04:00,MCMC,300,ftj,3307.440
2025-05-19T12:41:28.608685-04:00,SBI,25,both,0.348
2025-05-19T12:41:50.484646-04:00,MCMC,25,jtf,21.809
2025-05-19T12:46:41.263556-04:00,MCMC,25,ftj,290.751
2025-05-19T12:47:14.633785-04:00,SBI,25,both,0.291
2025-05-19T12:47:37.150342-04:00,MCMC,25,jtf,22.465
2025-05-19T14:30:41.873149-04:00,SBI,25,both,0.355
2025-05-19T14:31:00.322068-04:00,MCMC,25,jtf,18.391
2025-05-19T14:35:43.204045-04:00,MCMC,25,ftj,282.880
2025-05-19T14:36:15.761606-04:00,SBI,25,both,0.308
2025-05-19T14:36:37.394920-04:00,MCMC,25,jtf,21.583
2025-05-19T14:42:09.555571-04:00,MCMC,25,ftj,332.169
2025-05-19T14:42:43.020447-04:00,SBI,25,both,0.324
2025-05-19T14:43:06.680866-04:00,MCMC,25,jtf,23.609
2025-05-19T14:48:44.303079-04:00,MCMC,25,ftj,337.621
2025-05-19T14:49:18.592124-04:00,SBI,25,both,0.323
2025-05-19T14:49:43.080535-04:00,MCMC,25,jtf,24.428
2025-05-19T14:55:56.353201-04:00,MCMC,25,ftj,373.271
2025-05-19T14:56:32.662047-04:00,SBI,25,both,0.351
2025-05-19T14:57:00.008311-04:00,MCMC,25,jtf,27.292
2025-05-19T15:03:36.079315-04:00,MCMC,25,ftj,396.067
2025-05-19T15:04:12.365164-04:00,SBI,25,both,0.322
2025-05-19T15:04:40.094294-04:00,MCMC,25,jtf,27.664
2025-05-19T15:11:13.015689-04:00,MCMC,25,ftj,392.918
2025-05-19T15:34:38.701860-04:00,SBI,10,both,0.158
2025-05-19T15:34:57.215162-04:00,MCMC,10,jtf,18.453
2025-05-19T15:36:35.745248-04:00,MCMC,10,ftj,98.530
2025-05-19T15:37:31.798979-04:00,SBI,10,both,0.156
2025-05-19T15:37:53.072677-04:00,MCMC,10,jtf,21.227
2025-05-19T15:40:45.289976-04:00,MCMC,10,ftj,172.216
2025-05-19T15:41:45.478790-04:00,SBI,10,both,0.157
2025-05-19T15:42:09.577121-04:00,MCMC,10,jtf,24.056
2025-05-19T15:44:35.022863-04:00,MCMC,10,ftj,145.446
2025-05-19T15:45:48.540812-04:00,SBI,10,both,0.189
2025-05-19T15:46:16.989276-04:00,MCMC,10,jtf,28.308
2025-05-19T15:48:48.408676-04:00,MCMC,10,ftj,151.419
2025-05-19T15:49:45.497137-04:00,SBI,10,both,0.150
2025-05-19T15:50:14.319926-04:00,MCMC,10,jtf,28.768
2025-05-19T15:52:54.954096-04:00,MCMC,10,ftj,160.634
2025-05-19T15:53:56.438893-04:00,SBI,10,both,0.153
2025-05-19T15:54:24.771298-04:00,MCMC,10,jtf,28.282
2025-05-19T15:57:11.914060-04:00,MCMC,10,ftj,167.143
